hotel_class,name,id,locality,region
4.0,Casablanca Hotel Times Square,113317,New York City,NY
5.0,Four Seasons Hotel Los Angeles at Beverly Hills,76049,Los Angeles,CA
3.5,Hilton Garden Inn Times Square,99352,New York City,NY
4.0,The Michelangelo Hotel,93589,New York City,NY
4.0,The Muse Hotel New York,217616,New York City,NY
4.5,Sofitel New York,208454,New York City,NY
2.8850684495383634,The NoMad Hotel,2643161,New York City,NY
3.5,Staybridge Suites Times Square - New York City,1465162,New York City,NY
4.5,The Sherry-Netherland Hotel,93559,New York City,NY
4.0,San Carlos Hotel,80112,New York City,NY
4.0,The Iroquois,93396,New York City,NY
4.0,Eventi - a Kimpton Hotel,1456560,New York City,NY
5.0,The Chatwal,1641016,New York City,NY
5.0,"The Setai Fifth Avenue, a Capella managed Hotel",1776857,New York City,NY
4.0,Andaz 5th Avenue,1762573,New York City,NY
3.0,Hotel Beacon,93338,New York City,NY
5.0,"The Ritz-Carlton New York, Central Park",224224,New York City,NY
3.0,Holiday Inn Hotel-Houston Westchase,1866401,Houston,TX
4.5,Omni Houston Hotel,99060,Houston,TX
2.5,La Quinta Inn & Suites Houston - Normandy,1218737,Houston,TX
3.5,Crowne Plaza Houston - Brookhollow,99081,Houston,TX
3.0,Drury Inn & Suites Houston Near The Galleria,107915,Houston,TX
4.0,The Westin Houston Memorial City,1966350,Houston,TX
3.5,Hilton University of Houston,108038,Houston,TX
4.0,Hotel Sorella CITYCENTRE,1200103,Houston,TX
4.0,"Hotel Icon, Autograph Collection",283873,Houston,TX
5.0,Four Seasons Hotel Houston,98952,Houston,TX
2.5,Extended Stay America - Houston - Northwest,107956,Houston,TX
3.0,Hilton Garden Inn Houston Energy Corridor,1158926,Houston,TX
4.0,Hilton Americas - Houston,282699,Houston,TX
3.5,BEST WESTERN PLUS Downtown Inn & Suites Houston,239853,Houston,TX
3.0,Courtyard by Marriott Houston by the Galleria,665163,Houston,TX
4.0,Renaissance Houston Hotel Greenway Plaza,111618,Houston,TX
4.0,Westin Galleria Houston Hotel,99114,Houston,TX
3.0,Courtyard by Marriott Houston Westchase,107924,Houston,TX
2.5,Hampton Inn and Suites Houston Medical Center - Reliant Park,223151,Houston,TX
2.5,La Quinta Inn Houston Northwest,223137,Houston,TX
4.0,Alden-Houston,258636,Houston,TX
3.5,Houston Marriott Westchase,98920,Houston,TX
2.0,Super 8 Houston Hobby Airport South,1236706,Houston,TX
3.0,Residence Inn Houston Clear Lake,108057,Houston,TX
2.0,Carefree Inn Medical Center,240436,Houston,TX
2.0,Super 8 Houston/Hobby Airport/I-45,266158,Houston,TX
2.5,Holiday Inn Express Houston East,559491,Houston,TX
2.8850684495383634,Crowne Plaza,1630591,Houston,TX
2.0,La Quinta Inn Houston Medical / Reliant Center,99106,Houston,TX
4.0,Royal Sonesta Hotel Houston,242394,Houston,TX
3.0,Holiday Inn Houston Intercontinental Airport,108148,Houston,TX
3.0,"Four Points by Sheraton Houston, Memorial City",99067,Houston,TX
2.8850684495383634,Residence Inn Houston West/Energy Corridor,585164,Houston,TX
3.5,Marriott Houston Airport at George Bush Intercontinental,98987,Houston,TX
2.0,Extended Stay America - Houston - Westchase - Westheimer,107863,Houston,TX
2.8850684495383634,Scottish Inn & Suites Reliant Park/Six Flags,258634,Houston,TX
2.0,TownePlace Suites Houston Clear Lake,108054,Houston,TX
2.5,Quality Inn & Suites West Chase,223158,Houston,TX
2.5,Holiday Inn Express Hotel & Suites Houston NW-Beltway 8-West Road,1773009,Houston,TX
3.0,Hyatt Place Houston/Greenspoint/IAH Airport,107834,Houston,TX
2.5,Hampton Inn Houston - Near The Galleria,223154,Houston,TX
3.0,Homewood Suites by Hilton Houston - Clear Lake,223164,Houston,TX
2.5,Drury Inn & Suites Houston Hobby,108149,Houston,TX
3.0,Ramada Houston Intercontinental Airport South,142023,Houston,TX
2.5,Baymont Inn & Suites Houston,223148,Houston,TX
3.5,Hilton Houston Westchase,99132,Houston,TX
2.5,BEST WESTERN Heritage Inn,108020,Houston,TX
3.0,Courtyard by Marriott Houston Hobby Airport,108150,Houston,TX
2.5,Comfort Suites Westchase,223141,Houston,TX
2.5,Days Inn And Suites Houston IAH Airport,223160,Houston,TX
2.5,Holiday Inn Express Hotel & Suites Houston Hwy 59S/Hillcroft,223179,Houston,TX
3.5,Sheraton North Houston at George Bush Intercontinental,99101,Houston,TX
3.0,Staybridge Suites Houston West / Energy Corridor,596014,Houston,TX
2.8850684495383634,Scottish Inns & Suites - Willowbrook,815515,Houston,TX
2.0,Sun Suites of Hobby / Clearlake,256700,Houston,TX
2.0,Sun Suites Of Westchase,256702,Houston,TX
3.0,Staybridge Suites Houston Iah - Beltway 8,2712053,Houston,TX
2.0,Symphony Inn & Suites,650546,Houston,TX
1.5,Americas Best Value Inn-Texas Medical Center/Reliant Park,99004,Houston,TX
2.5,Hampton Inn Houston Hobby Airport,223149,Houston,TX
3.5,DoubleTree by Hilton Houston Hobby Airport,98989,Houston,TX
2.0,Candlewood Suites Houston by the Galleria,107930,Houston,TX
2.0,La Quinta Inn Houston Wilcrest,99041,Houston,TX
2.0,Travelodge Houston,1627951,Houston,TX
2.5,Hampton Inn & Suites Houston-Westchase,486939,Houston,TX
2.8850684495383634,Star Inn & Suites,558146,Houston,TX
2.0,Sun Suites Of Greenspoint,258635,Houston,TX
2.8850684495383634,Americas Best Value Inn - Medical Center North,1636050,Houston,TX
2.0,Super 8 Houston/Downtown/I-610,266326,Houston,TX
2.8850684495383634,Athens Hotel Suites,1155392,Houston,TX
2.0,Americas Best Value Inn & Suites - Houston/Northwest,107884,Houston,TX
3.0,"Park Inn by Radisson, Houston North",1514581,Houston,TX
3.0,Holiday Inn Houston Hobby Airport,98964,Houston,TX
2.5,Extended Stay America - Houston - Katy Freeway - Energy Corridor,595438,Houston,TX
2.8850684495383634,La Quinta Inn Houston Wirt Road,1160746,Houston,TX
2.0,Baymont Inn Houston Hobby Airport,99013,Houston,TX
2.8850684495383634,Montecito Apartment Suites,107846,Houston,TX
2.8850684495383634,Value Place Conroe,1146185,Houston,TX
2.8850684495383634,Interstate Motor Lodge,226728,Houston,TX
2.8850684495383634,Studio 6 Houston Northwest,239859,Houston,TX
3.0,Holiday Inn Houston Near The Galleria,98962,Houston,TX
2.5,Holiday Inn Express & Suites Houston North Intercontinental,223178,Houston,TX
2.8850684495383634,Houston Inn and Suites,98940,Houston,TX
2.0,Econo Lodge,107802,Houston,TX
2.0,Howard Johnson Clearlake,277895,Houston,TX
2.8850684495383634,Best Value Inn & Suites Houston,108136,Houston,TX
2.8850684495383634,Airport Inn And Suites,488773,Houston,TX
2.5,Comfort Inn Houston,223156,Houston,TX
2.0,Howard Johnson Express Inn - Houston,107903,Houston,TX
2.0,Extended Stay America - Houston - Med. Ctr. - Reliant Pk. - Fannin St.,217745,Houston,TX
2.5,Fairfield Inn & Suites Houston I-45 North,107769,Houston,TX
2.8850684495383634,Travelodge Houston - Intercontinental,223135,Houston,TX
2.8850684495383634,Londale Hotel,122746,Houston,TX
2.8850684495383634,Studio 6 Houston - Westchase,226721,Houston,TX
2.0,Ramada Houston Southwest,107713,Houston,TX
2.8850684495383634,Econo Lodge Medical Center,142353,Houston,TX
2.8850684495383634,Hobby Inn and Suites,266125,Houston,TX
2.8850684495383634,Texan Inn & Suites,596446,Houston,TX
2.8850684495383634,Hotel Preet Northwest,98976,Houston,TX
2.8850684495383634,InTown Suites Houston Northwest / Cy-Fair (XHW) - Houston,223183,Houston,TX
2.8850684495383634,InTown Suites Highway 290,223184,Houston,TX
2.0,Americas Best Value Inn & Suites - Bush Int'l Airport Wes,107757,Houston,TX
2.8850684495383634,Southwest Inn,2340286,Houston,TX
2.8850684495383634,Motel 6 Houston West - Katy,99051,Houston,TX
2.8850684495383634,Value Place I-10 West,1382899,Houston,TX
2.0,Motel 6 Houston - Westchase,244313,Houston,TX
2.8850684495383634,Great Value Inn,99098,Houston,TX
2.0,Budget Host Hempstead Inn,277892,Houston,TX
2.8850684495383634,Hotel Preet Grand Conference Center,1164945,Houston,TX
2.8850684495383634,Astro Inn,98937,Houston,TX
2.0,America's Inn,99031,Houston,TX
2.0,Downtowner Inn and Suites,73463,Houston,TX
2.8850684495383634,Value Place Airtex,1146238,Houston,TX
2.8850684495383634,Value Place West Chase,1147065,Houston,TX
2.8850684495383634,Ramada Inn North Houston,98972,Houston,TX
2.0,Quality Inn & Suites West - Energy Corridor,107999,Houston,TX
2.0,Super 8 Houston/I-10/Federal Road,239355,Houston,TX
2.8850684495383634,Studio 6 Houston-Hobby,239858,Houston,TX
2.8850684495383634,Josephine Motel,1647666,Houston,TX
2.8850684495383634,Island Suites Hobby Airport,2686185,Houston,TX
2.8850684495383634,InTown Suites I-45 North,223185,Houston,TX
2.8850684495383634,InTown Suites Houston West,1901114,Houston,TX
2.8850684495383634,InTown Suites Highway 6,1901111,Houston,TX
2.8850684495383634,Howard Johnson,99000,Houston,TX
2.8850684495383634,Houston-Days Inn Astrodome,108137,Houston,TX
2.8850684495383634,Holiday Inn Express Hotel & Suites Houston Energy Corridor-W Oaks,3627162,Houston,TX
2.8850684495383634,Hawthorn Suites Houston Southwest,558427,Houston,TX
2.0,Eagle Inn & Suites,634695,Houston,TX
2.8850684495383634,Dreamland Motel,1643419,Houston,TX
2.8850684495383634,La Mirage Motel,1633636,Houston,TX
2.8850684495383634,Downtowner Inn Houston,240438,Houston,TX
2.8850684495383634,Downtowner Inn,249655,Houston,TX
2.8850684495383634,Cullen Inn,1630761,Houston,TX
2.8850684495383634,Crystal Suites,1237870,Houston,TX
2.8850684495383634,Bridgestreet Murphys Camden Mid,1175129,Houston,TX
2.8850684495383634,Best Classic Inn,99091,Houston,TX
2.8850684495383634,Bear Creek Inn,2152775,Houston,TX
2.8850684495383634,Baron Inn,1631148,Houston,TX
2.8850684495383634,Americas Best Value Platinum Inn & Suites,268142,Houston,TX
2.8850684495383634,Airport Hobby Palace Inn,1163572,Houston,TX
2.8850684495383634,Scottish Inn and Suites,1007915,Houston,TX
2.8850684495383634,Sago Motel,1645965,Houston,TX
2.8850684495383634,Rodeway Inn Southwest Freeway,99094,Houston,TX
2.8850684495383634,Regency Motel,1647932,Houston,TX
2.8850684495383634,Ramels Drive in Motel,1636047,Houston,TX
2.8850684495383634,Ramada Limited Suites,109740,Houston,TX
2.0,Plainfield Inn Southwest,243103,Houston,TX
2.8850684495383634,Passport Inn Houston,645216,Houston,TX
2.8850684495383634,Parc Royale Apt Suites,108022,Houston,TX
2.8850684495383634,Palace Inn Houston Airport,665252,Houston,TX
2.8850684495383634,Palace Inn Houston,652950,Houston,TX
2.8850684495383634,Palace Inn Copperfield,3346006,Houston,TX
2.8850684495383634,Ollie Motel,1632485,Houston,TX
2.8850684495383634,Oakwood Verandah at Centerfield,258878,Houston,TX
2.8850684495383634,Oakwood at the Lodge on the Parkway,268150,Houston,TX
2.8850684495383634,Oakwood At Old Farm,258633,Houston,TX
2.8850684495383634,Oakwood at 2400 Fountainview,223168,Houston,TX
2.8850684495383634,Oakwood At Camden Vanderbilt,258632,Houston,TX
2.0,New Six Inn and Suites Houston,3308100,Houston,TX
2.8850684495383634,National Motels,1644317,Houston,TX
2.8850684495383634,National at Marquis at Bellaire,1147485,Houston,TX
2.8850684495383634,Mustang Inn and Suites Hobby Airport,602892,Houston,TX
2.0,Moonlight Suites,2673301,Houston,TX
2.8850684495383634,Monsoon Inn,107772,Houston,TX
2.8850684495383634,Luxury Inn,3564333,Houston,TX
2.8850684495383634,Lightning,1180363,Houston,TX
2.8850684495383634,Lexus Inn,1640475,Houston,TX
2.8850684495383634,Scottish Inn Hobby Airport,98946,Houston,TX
2.8850684495383634,Legacy Motel,1637168,Houston,TX
2.8850684495383634,Lee's Inn Motel,1633640,Houston,TX
1.5,Knights Inn Houston,98934,Houston,TX
2.0,Quality Inn & Suites Galleria/Westchase,109734,Houston,TX
2.5,Quality Suites Bush/IAH Airport West,247110,Houston,TX
2.0,Rodeway Inn & Suites Medical Center,99131,Houston,TX
1.5,Champions Lodge,257503,Houston,TX
1.5,Greenway Inn & Suites,73470,Houston,TX
2.0,Super 8 Motel - Houston/I-10W@Hwy6,240481,Houston,TX
2.8850684495383634,Studio 6 Houston - Spring,239857,Houston,TX
2.0,Venetian Inn & Suites Houston Airport,99024,Houston,TX
2.8850684495383634,Solaris Hotel and Resorts,122740,Houston,TX
2.8850684495383634,Scottish Inn & Suites Houston South,503045,Houston,TX
2.8850684495383634,Scottish Inns & Suites-Jones Road,2367166,Houston,TX
2.8850684495383634,Scottish Inns & Suites - I10 East,240443,Houston,TX
2.8850684495383634,Scottish Inns & Suites East Tidwell,240444,Houston,TX
2.8850684495383634,Scottish Inns Houston-Westcott St,240445,Houston,TX
2.8850684495383634,Scottish Inns Houston,240446,Houston,TX
3.0,Americas Best Value Inn & Suites- Houston Airport North,99045,Houston,TX
2.8850684495383634,Studio 6 Houston West,244316,Houston,TX
2.5,Budgetel Inn Houston,107787,Houston,TX
2.5,Holiday Inn Express Houston - Hobby Airport,292556,Houston,TX
3.0,Hotel 31 Houston Near the Galleria,107911,Houston,TX
2.8850684495383634,Days Inn West Houston,141902,Houston,TX
2.8850684495383634,Executive Lodging at 3000 Sage,570195,Houston,TX
2.0,Quality Inn Houston,108006,Houston,TX
2.0,Northgate Inn and Suites Houston,107743,Houston,TX
2.8850684495383634,Motel 6 Houston Reliant Park,244314,Houston,TX
2.5,Hampton Inn & Suites,141893,Houston,TX
2.8850684495383634,Symphony Inn Houston,651629,Houston,TX
2.8850684495383634,Red Carpet Inn Houston,240435,Houston,TX
2.8850684495383634,Preet Inn,244196,Houston,TX
2.8850684495383634,Moonlight Inn and Suites,254040,Houston,TX
2.8850684495383634,Scottish Inn & Suites,223194,Houston,TX
2.0,Executive Inn & Suites Houston,1751874,Houston,TX
2.8850684495383634,Passport Inn & Suites Houston,240440,Houston,TX
2.8850684495383634,Knights Inn Houston Raceway/Bush Airport,107751,Houston,TX
2.8850684495383634,Americas Best Value Classic Inn & Suites- Downtown,223138,Houston,TX
2.8850684495383634,Brentwood Inn,98970,Houston,TX
2.8850684495383634,Scottish Inn & Suites Houston - Eastex Freeway,603138,Houston,TX
2.0,Regency Inn & Suites,558038,Houston,TX
2.8850684495383634,Houston Days Inn Downtown / Medical Center,108029,Houston,TX
2.8850684495383634,Wellesley Suites Memorial,217739,Houston,TX
3.0,Holiday Inn Houston Southwest-Hwy 59S @ Beltway 8,98981,Houston,TX
2.8850684495383634,Hospitality Inn,98986,Houston,TX
2.8850684495383634,Camelot Inn & Suites,649739,Houston,TX
2.8850684495383634,Americas Best Value Inn & Suites-Houston North,239848,Houston,TX
3.0,Courtyard by Marriott Houston Brookhollow,98936,Houston,TX
2.8850684495383634,InTown Suites Houston Intercontinental,223182,Houston,TX
2.0,Econo Lodge Houston Lobby,108151,Houston,TX
2.0,Rodeway Inn & Suites Hwy 290 NW,108047,Houston,TX
2.5,TownePlace Suites Houston Northwest,223187,Houston,TX
2.0,Candlewood Suites Houston-At Citycentre-Energy Corridor,107952,Houston,TX
2.8850684495383634,Super 8 Houston /I-10 & 610,252340,Houston,TX
2.5,Galleria Garden Hotel/Apartments,653244,Houston,TX
2.8850684495383634,Palace Inn Sam Houston Parkway North,1484167,Houston,TX
2.8850684495383634,La Quinta Woodlands Hotel,1224357,Houston,TX
2.8850684495383634,Americas Best Value Inn & Suites-Houston/FM 249,1858908,Houston,TX
2.0,La Quinta Inn Houston East,99017,Houston,TX
2.8850684495383634,Hotel Marquis,108145,Houston,TX
2.5,Comfort Inn & Suites Houston,107768,Houston,TX
2.8850684495383634,Scottish Inns & Suites Houston - Hwy 6 South,570092,Houston,TX
2.5,Comfort Inn Hwy. 290/NW,223180,Houston,TX
2.0,Red Roof Inn - Houston Northwest,223175,Houston,TX
2.0,BEST WESTERN PLUS Sam Houston Inn & Suites,503400,Houston,TX
2.0,Regency Suites Bush Airport,559409,Houston,TX
2.0,Super 8 Houston / Brookhollow / NW,240483,Houston,TX
2.8850684495383634,Baymont Inn & Suites Houston East,98955,Houston,TX
2.0,Rodeway Inn Houston,631351,Houston,TX
3.5,Crowne Plaza Hotel Houston- Medical Center,108066,Houston,TX
2.8850684495383634,Super 8 Houston/I-45 North,99082,Houston,TX
2.0,Candlewood Suites Houston/Clear Lake,108060,Houston,TX
2.5,Holiday Inn Express Northwest / Brookhollow,223157,Houston,TX
2.0,Candlewood Suites Houston West,1138042,Houston,TX
2.8850684495383634,Braeswood Hotel & Convention Center,557401,Houston,TX
2.5,Baymont Inn and Suites Houston I-45 North,1577352,Houston,TX
2.8850684495383634,Grand Inn & Suites,1971740,Houston,TX
2.0,Motel 6 Houston Hobby Airport,244310,Houston,TX
2.0,Microtel Inn & Suites by Wyndham Houston,223169,Houston,TX
2.8850684495383634,Comfort Inn & Suites Greenway Plaza/SW Freeway,99073,Houston,TX
2.5,La Quinta Inn Houston Cy-Fair,99015,Houston,TX
2.8850684495383634,BEST WESTERN Windsor Suites,107812,Houston,TX
2.0,Red Roof Inn Houston IAH Airport,217741,Houston,TX
2.8850684495383634,Red Carpet Inn Hobby Airport,240441,Houston,TX
2.5,Comfort Suites,223140,Houston,TX
3.0,Residence Inn Houston Westchase,107867,Houston,TX
2.5,La Quinta Inn & Suites Houston Southwest,223136,Houston,TX
2.5,Comfort Suites,258875,Houston,TX
3.0,Residence Inn Intercontinental Airport at Greenspoint,223176,Houston,TX
3.0,Residence Inn Houston Medical Center/Reliant Park,109748,Houston,TX
2.8850684495383634,Scottish Inns & Suites Timber,1526288,Houston,TX
2.8850684495383634,Americas Best Value Inn & Suites Houston FM 1960/I-45,239356,Houston,TX
2.0,Quality Inn & Suites Reliant Park/Medical Center,223177,Houston,TX
2.8850684495383634,Woodland Inn & Suites,2160816,Houston,TX
2.5,Country Inn & Suites Houston Hobby Airport,240437,Houston,TX
2.0,Palace Inn and Suites - Willowbrook,1889985,Houston,TX
2.5,Comfort Suites West Energy Corridor,1583951,Houston,TX
2.0,Super 8 Houston I-45,2531544,Houston,TX
2.0,Days Inn Houston,99014,Houston,TX
2.0,Howard Johnson Houston,1724101,Houston,TX
2.5,Quality Inn & Suites North,1485278,Houston,TX
2.0,America's Inn,107718,Houston,TX
2.5,Hampton Inn Houston Northwest,109742,Houston,TX
2.5,Best Western Plus - North Houston Inn & Suites,116265,Houston,TX
2.5,Comfort Suites - Near the Galleria,107859,Houston,TX
2.8850684495383634,Candlewood Suites Houston Medical Center,1212489,Houston,TX
2.0,Scotts Inn & Suite,1642905,Houston,TX
3.5,Hilton Houston Southwest,98997,Houston,TX
2.0,Red Roof Inn Houston West,223172,Houston,TX
2.0,Comfort Inn East,108010,Houston,TX
2.0,Extended Stay America - Houston - Galleria - Westheimer,107913,Houston,TX
2.8850684495383634,Days Inn Houston,1146180,Houston,TX
2.0,Crossland Economy Studios - Houston - Northwest,107994,Houston,TX
2.0,Crossland Economy Studios - Houston - West Oaks,107993,Houston,TX
2.5,"Hampton Inn Houston - I-10W, Energy Cor",223150,Houston,TX
2.5,Extended Stay America - Houston - Med. Ctr. - Reliant Pk. - Braeswood Blvd.,223192,Houston,TX
3.0,Hilton Garden Inn Houston NW America Plaza,3393901,Houston,TX
3.0,Courtyard by Marriott Houston Northwest,223144,Houston,TX
2.5,BEST WESTERN Fountainview Inn & Suites Near Galleria,257022,Houston,TX
3.0,Courtyard Houston Intercontinental Airport,223143,Houston,TX
2.5,Comfort Suites Willowbrook / Technology Corridor,124460,Houston,TX
3.0,Courtyard Houston I-10 West/Energy Corridor,98999,Houston,TX
3.5,Hyatt North Houston,99104,Houston,TX
3.0,Courtyard by Marriott Houston Downtown,268149,Houston,TX
2.0,Candlewoods Suites Medical Center,1158744,Houston,TX
3.0,Aloft Houston by the Galleria,1174691,Houston,TX
2.5,Hampton Inn - Brookhollow,109751,Houston,TX
2.0,TownePlace Suites Houston Intercontinental Airport,1416435,Houston,TX
2.0,Extended Stay America - Houston - Galleria - Uptown,217746,Houston,TX
3.0,Four Points by Sheraton Houston Southwest,257507,Houston,TX
3.5,Houston Marriott South at Hobby Airport,1549134,Houston,TX
3.0,Residence Inn Houston by The Galleria,107844,Houston,TX
3.0,Holiday Inn Houston Reliant Park Area,98959,Houston,TX
2.5,Holiday Inn Express - Houston,73481,Houston,TX
4.0,Hotel Derek Houston Galleria,223167,Houston,TX
2.0,TownePlace Suites Central/Northwest Freeway,107957,Houston,TX
2.0,Extended Stay America - Houston - Greenway Plaza,107990,Houston,TX
3.0,HYATT house Houston/Energy Corridor,108002,Houston,TX
2.5,Hampton Inn & Suites Houston-Cypress Station,223153,Houston,TX
2.8850684495383634,La Quinta Baytown Hotel,1222237,Houston,TX
3.0,Homewood Suites by Hilton Houston - Westchase,223165,Houston,TX
3.5,Hilton Houston Plaza/Medical Center,98996,Houston,TX
2.5,Hampton Inn Houston - Willowbrook Mall,223152,Houston,TX
2.0,Candlewood Suites Houston IAH / Beltway 8,1733514,Houston,TX
3.5,Wyndham Houston West Energy Corridor,98966,Houston,TX
2.8850684495383634,BEST WESTERN Plaza Hotel & Suites at Medical Center Houston,99120,Houston,TX
2.5,Comfort Suites Bush Intercontinental Airport,107783,Houston,TX
3.0,Hilton Garden Inn Houston / Bush Intercontinental Airport,240439,Houston,TX
2.0,Days Inn Houston - Galleria Mall,123943,Houston,TX
2.0,Candlewood Suites Houston Westchase,107929,Houston,TX
2.5,John F. Kennedy Inn and Suites,108142,Houston,TX
3.0,HYATT house Houston/Galleria,223139,Houston,TX
2.5,La Quinta Inn & Suites Houston West Park 10,107947,Houston,TX
2.5,Holiday Inn Express Houston-Downtown Convention Center,223159,Houston,TX
2.5,Super 8 IAH West / Greenspoint,1236696,Houston,TX
3.5,DoubleTree Suites by Hilton Houston by the Galleria,98954,Houston,TX
2.0,Extended Stay America - Houston - Willowbrook - HWY 249,107711,Houston,TX
2.5,Holiday Inn Express Houston - Memorial Park Area,268145,Houston,TX
2.5,Country Inn & Suites Intercontinental Airport,223142,Houston,TX
2.5,Holiday Inn Express Hotel & Suites Houston West-Energy Corridor,1197126,Houston,TX
2.0,Super 8 Houston,223171,Houston,TX
3.5,Sheraton Suites Houston Near The Galleria,99103,Houston,TX
2.5,Quality Suites North,107776,Houston,TX
2.5,La Quinta Inn & Suites Willowbrook,223155,Houston,TX
2.0,La Quinta Inn Houston Greenway Plaza,124937,Houston,TX
2.5,Fairfield Inn & Suites Houston Intercontinental Airport,1645644,Houston,TX
4.0,Hilton Houston Post Oak,98944,Houston,TX
2.5,Comfort Suites,674319,Houston,TX
3.0,Homewood Suites by Hilton Houston - Willowbrook Mall,223166,Houston,TX
2.8850684495383634,Houston Marriott Energy Corridor,1649109,Houston,TX
3.0,Homewood Suites by Hilton Houston West-Energy Corridor,657890,Houston,TX
2.0,Extended Stay America - Houston - Willowbrook,217744,Houston,TX
2.5,Wingate by Wyndham Houston / Willowbrook,223193,Houston,TX
3.0,Springhill Suites Houston Medical Center/Reliant Park,99066,Houston,TX
2.5,Holiday Inn Express Houston-NW (Highway 290 and FM 1960),223228,Houston,TX
3.5,Sheraton Houston West,1103488,Houston,TX
2.5,MainStay Suites Texas Medical Center/Reliant Park,878451,Houston,TX
2.5,Fairfield Inn Houston / Westchase,107908,Houston,TX
3.5,Doubletree Hotel Houston Downtown,98943,Houston,TX
4.0,Houston Marriott Medical Center,98991,Houston,TX
3.0,Courtyard Houston Medical Center,1657341,Houston,TX
2.5,TownePlace Suites Houston I-10 West/Energy Corridor,107954,Houston,TX
2.5,Fairfield Inn & Suites Houston I-10 West / Energy Corridor,223147,Houston,TX
2.0,Crestwood Suites Houston 290-Galleria,223189,Houston,TX
2.0,Houston Days Inn & Suites,108004,Houston,TX
3.0,SpringHill Suites Houston Hobby Airport,223134,Houston,TX
3.5,Doubletree Houston Intercontinental Airport,99007,Houston,TX
2.0,Sleep Inn & Suites Hwy 290/NW Freeway,1556786,Houston,TX
4.0,JW Marriott Houston,99010,Houston,TX
3.0,SpringHill Suites Houston Brookhollow,108061,Houston,TX
3.5,Hilton Houston NASA Clear Lake,99058,Houston,TX
3.0,Courtyard Houston-West University,288460,Houston,TX
4.0,Westin Oaks Houston at the Galleria,99135,Houston,TX
3.0,Holiday Inn Houston West Energy Corridor,1575212,Houston,TX
3.5,Houston Marriott North,107826,Houston,TX
2.5,La Quinta Inn & Suites Houston 1960,645215,Houston,TX
3.0,Holiday Inn Houston West-Westway Park,1863251,Houston,TX
3.0,Holiday Inn Houston Northwest Willowbrook,107982,Houston,TX
4.0,Hyatt Regency Houston,99006,Houston,TX
2.5,La Quinta Inn & Suites Houston Hobby Airport,671200,Houston,TX
2.0,Sleep Inn & Suites,1440365,Houston,TX
3.0,Holiday Inn Hotel & Suites Houston Medical Center,98956,Houston,TX
3.0,Homewood Suites by Hilton HOU Intercontinental Airport,277894,Houston,TX
3.0,Sonesta ES Suites Houston,220094,Houston,TX
2.0,Extended Stay America - Houston - Katy Freeway,107986,Houston,TX
3.5,The Lancaster,99110,Houston,TX
2.0,Super 8 Houston/NASA/Webster Area,226753,Houston,TX
2.5,La Quinta Inn & Suites Houston Galleria Area,107856,Houston,TX
3.0,Staybridge Suites Houston-Willowbrook,609502,Houston,TX
3.5,Crowne Plaza Houston Downtown,99116,Houston,TX
4.0,Inn at the Ballpark,286987,Houston,TX
2.5,Comfort Suites Hobby Airport Houston,1026192,Houston,TX
3.0,Drury Inn & Suites Houston West,107991,Houston,TX
2.5,La Quinta Inn & Suites Houston - Westchase,812523,Houston,TX
2.5,Holiday Inn Express Hotel & Suites Houston Medical Center,293234,Houston,TX
3.0,Residence Inn by Marritt Houston Downtown /Convention Center,268151,Houston,TX
3.0,Residence Inn Houston West University,286988,Houston,TX
2.0,Candlewood Suites Houston NW - Willowbrook,1237172,Houston,TX
3.5,Club Quarters in Houston,525232,Houston,TX
2.0,BEST WESTERN Northwest Inn & Suites,239865,Houston,TX
2.0,Red Roof Inn - Houston - Westchase,223173,Houston,TX
3.0,Homewood Suites by Hilton Houston Northwest Cy-Fair,1478311,Houston,TX
2.0,Candlewood Suites I-10 East,1724007,Houston,TX
4.0,Hotel ZaZa Houston,641273,Houston,TX
3.0,Homewood Suites Houston near the Galleria,608401,Houston,TX
2.5,Hampton Inn & Suites Houston-Bush Intercontinental Airport,631349,Houston,TX
2.0,Sleep Inn & Suites I-45 / Airtex,1846923,Houston,TX
3.0,Hilton Garden Inn Houston Galleria,570279,Houston,TX
3.5,Hilton Houston North,99137,Houston,TX
3.0,Residence Inn Houston Northwest/Willowbrook,266145,Houston,TX
2.5,La Quinta Inn & Suites Houston Energy Corridor,1852890,Houston,TX
2.8850684495383634,Jesse H. Jones Rotary House International,1100784,Houston,TX
2.5,Wingate by Wyndham Bush Intercontinental Airport IAH,223227,Houston,TX
3.5,Embassy Suites Houston - Near the Galleria,223145,Houston,TX
2.5,La Quinta Inn & Suites Houston Clay Road,530458,Houston,TX
2.5,Modern B&B,622987,Houston,TX
3.0,Hilton Garden Inn Houston Westbelt,518371,Houston,TX
3.0,Indigo Houston at the Galleria,596013,Houston,TX
2.5,La Quinta Inn & Suites Houston Channelview,1511925,Houston,TX
4.0,Omni Houston Hotel Westside,99055,Houston,TX
3.0,Four Points by Sheraton Houston Hobby Airport,1879027,Houston,TX
3.5,Sheraton Houston Brookhollow Hotel,219703,Houston,TX
2.0,Extended Stay America - Houston - Westchase - Richmond,223146,Houston,TX
3.5,Houston Marriott West Loop by the Galleria,99054,Houston,TX
3.5,BEST WESTERN PLUS Seaport Inn Downtown,75698,New York City,NY
4.5,InterContinental New York Times Square,1646128,New York City,NY
3.0,Residence Inn by Marriott Times Square New York,578305,New York City,NY
